cnpj_basico,cnpj_ordem,cnpj_dv,matriz_filial,nome_fantasia,codigo_situacao_cadastral,data_situacao_cadastral,motivo_situacao_cadastral,nome_cidade_exterior,codigo_pais,data_inicio_atividade,cnae_principal,cnae_secundario,tipo_logradouro,logradouro,numero,complemento,bairro,cep,uf,codigo_municipio_siafi,ddd1,telefone1,ddd2,telefone2,dddfax,fax,email,situacao_especial,data_situacao_especial
60020294,0001,45,1,,08,20081231,71,,,19890213,0893200,0990403,FAZENDA,ITAPARICA,S/N,,ZONA RURAL,13670000,SP,7051,,,,,,,,,
60020302,0001,53,1,BAR DO ARLINDO,08,20081231,71,,,19890213,5611203,,AVENIDA,ANTONIO F DOS SANTOS JR,620,,CENTRO,16240000,SP,7069,,,,,,,,,
60020310,0001,08,1,,08,19890629,01,,,19890213,4530701,,RUA,QUINTINO BOCAIUVA,1255,,CENTRO,14955000,SP,6247,,,,,,,,,
60020328,0001,00,1,COMERCIAL J.A.C.,08,19900426,01,,,19890213,4712100,,RUA,IGUASSU,1375,,CENTRO,16901165,SP,6141,,,,,,,,,
60020336,0001,48,1,DROGARIA SANTA CATARINA,08,19891106,01,,,19890213,4771701,,RUA,XV DE NOVEMBRO,550,A,CENTRO,13920000,SP,6843,,,,,,,,,
60020344,0001,94,1,,02,20001223,00,,,19890213,5611203,,RUA,SEN RODOLFO MIRANDA,468,,CENTRO,17580000,SP,6901,,,,,,,,,
60020351,0001,96,1,FERRO VELHO RESSACA,02,20051103,00,,,19890213,4687701,,AVENIDA,POSSE DE RESSACA,1726,,RESSACA,13833340,SP,7061,19,38969410,,,,,ATENDIMENTO@F1CONTABIL.COM,,
60020369,0001,98,1,,08,19891023,01,,,19890213,4774100,,RUA,ENGENHEIRO N CAMARGO,33,,NUCLEO BANDEIRANTES,17580000,SP,6901,,,,,,,,,
60020377,0001,34,1,,08,19950630,01,,,19890213,4729601,,RUA,TOTO DUARTE,435,,VILA ANCHIETA,15050180,SP,7097,,,,,,,,,
60020385,0001,80,1,BAR SILVA,08,20081231,71,,,19890213,5611203,,AVENIDA,AMAZONAS,266,,BELA VISTA,18301095,SP,6305,,,,,,,,,
60020393,0001,27,1,,08,20081231,71,,,19890213,5611203,,RUA,CEL.JOSE B.NUNES,390,,CENTRO,14500000,SP,6583,,,,,,,,,
60020401,0002,16,2,SACCHI COMERCIO DE FRUTAS,08,19910515,01,,,19900820,4633801,,RUA,AD ZEFERINO VASCONCELOS,88,,LAVAPES,12900005,SP,6251,,,,,,,,,
60020401,0001,35,1,SACCHI-COMERCIO DE FRUTAS,08,19910515,01,,,19890213,4633801,,,LOC  CHACARA PARAISO,SN,,CAPOTUNA,13910001,SP,6595,,,,,,,,,
60020419,0001,37,1,ENXOVAIS BONILHA,08,19900531,01,,,19890213,4755501,,RUA,PADRE AMORIM,184,,SANTA CRUZ,13974279,SP,6553,,,,,,,,,
60020427,0001,83,1,,08,19920630,01,,,19890213,4649408,,RUA,MONSENHOR SIQUEIRA,65,,CENTRO,12020240,SP,7183,,,,,,,,,
60020435,0001,20,1,,08,19960730,01,,,19890213,4753900,4759899,RUA,SAUDADES,675,,CENTRO,16200005,SP,6229,,,,,,,,,
60020443,0001,76,1,,08,19941228,01,,,19890213,4712100,,RUA,TAUFIK SIMAO BERBARE,138,,PQ S LUIZ,12060000,SP,7183,,,,,,,,,
60020450,0001,78,1,BAZAR E PAPELARIA MARILLU,08,20081231,71,,,19890213,4713004,,AVENIDA,MINISTRO NELSON HUNGRIA,S/N,,CENTRO,12450000,SP,7065,,,,,,,,,
60020468,0001,70,1,OPTICA SAO PAULO,08,19920113,01,,,19890213,4774100,,RUA,CARLOS GOMES,191,LOJA 8,CENTRO,16010310,SP,6155,,,,,,,,,
60020476,0001,16,1,BAR E MERCEARIA SAO JORGE,08,20150209,73,,,19890213,4712100,,ALAMEDA,VEREADOR L FIGUEREDO,306,A,JARDIM ALVORADA,14700444,SP,6221,,,,,,,,,
60020484,0001,62,1,,08,19940411,01,,,19890213,5611203,,RUA,AIMORES,1549,,CENTRO,17601020,SP,7201,,,,,,,,,
60020492,0001,09,1,,08,19910521,01,,,19890213,4712100,,AVENIDA,JOSE ANNICCHINO,755,A,PORTO ALEGRE,13360000,SP,6309,,,,,,,,,
60020500,0001,17,1,,08,20081231,71,,,19890213,4781400,,RUA,SILVEIRA MARTINS,5-37,,VILA SOUTO,17051030,SP,6219,,,,,,,,,
60020518,0001,19,1,BAR,08,20081231,71,,,19890213,5611203,,RUA,JULLIO PRESTES,364,,JARDIM AVIACAO,19020440,SP,6929,,,,,,,,,
60020526,0001,65,1,LANCHONETE FRUT-LANCHES,08,19980417,01,,,19890213,5611203,,,AVEN PRESIDENTE VARGAS,7 44,,CENTRO,19470000,SP,6927,,,,,,,,,
60020534,0001,01,1,,04,20181228,63,,,19890213,5611203,,RUA,GAL JULIO M SALGADO,S/N,,CENTRO,18250000,SP,6471,,,,,,,,,
60020542,0001,58,1,,08,20081231,71,,,19890213,5611203,,RUA,MOGI DAS CRUZES,45,,CIDADE NOVA,12414040,SP,6861,,,,,,,,,
60020559,0001,05,1,,04,20181228,63,,,19890213,4729601,,RUA,JOSE BONIFACIO,S/N,,CENTRO,18250000,SP,6471,,,,,,,,,
60020567,0001,51,1,,02,20010908,00,,,19890213,4755502,,RUA,CAP MIGUEL FERREIRA,407,,VILA MARIANA,13730330,SP,6711,,,,,,,,,
60020575,0001,06,1,,08,20081231,71,,,19890213,4744001,,ESTRADA,MUNICIPAL DA CACHOEIRA,29,KM 4,CACHOEIRA,18150000,SP,6495,0015,02412597,,,,,,,
60020583,0001,44,1,,04,20210415,63,,,19941212,5611201,,RUA,JOSE FERREIRA,1500,,VL SAO JORGE,13690000,SP,6375,,,,,,,,,
60020591,0001,90,1,BICICLETARIA CLAUDIO,04,20181228,63,,,19890213,4763603,,AVENIDA,CORINTHIANS,403,,ESTUFA II,11680000,SP,7209,12,38326032,12,38339654,,,,,
60020609,0001,54,1,,08,19910506,01,,,19890213,4781400,,AVENIDA,MARECHAL DEODORO,321,,VILA SAO JORGE,19013060,SP,6929,,,,,,,,,
60020617,0001,09,1,,08,20081231,71,,,19890213,4712100,,ESTRADA,BAIRRO DA VITORIA,S/N,KM 7,VITORIA,18250000,SP,6471,,,,,,,,,
60020625,0001,47,1,QUITANDA E MERCEARIA MODESTO,08,20090113,01,,,19890213,4729601,,RUA,RINOPOLIS,169,,PROL PALMITAL,17511180,SP,6681,,,,,,,,,
60020633,0001,93,1,VIVEIRO ESPERANCA,04,20180828,63,,,19890213,4774100,,RUA,CARMELO MORABITO,10A,A,VILA FORMOSA,17603350,SP,7201,,,,,,,,,
60020641,0001,30,1,MERCEARIA SOL MAIOR,08,20210217,01,,,19890213,4712100,,RUA,SAO SEBASTIAO,206,,CENTRO,12630000,SP,6273,,,,,,,,,
60020658,0001,97,1,SUPERMERCADO SANTO AMARO,08,20150209,73,,,19890213,4711301,,PRACA,DA BANDEIRA,355,,CENTRO,17475000,SP,6651,,,,,,,,,
60020666,0001,33,1,MERCAFRIOS SANROLE,08,19890831,01,,,19890213,4712100,,RUA,CEARA,1188,CX POSTAL 98,16900,16900410,SP,6141,,,,,,,,,
60020674,0001,80,1,,08,19911014,01,,,19890213,5611203,,PRACA,DA BANDEIRA,378,,CENTRO,17475000,SP,6651,,,,,,,,,
60020682,0001,26,1,OFICINA CAMARGO,08,20000927,01,,,19890213,4530701,,RUA,NESTOR S PEREIRA,225,,CENTRO,19990000,SP,6895,,,,,,,,,
60020690,0001,72,1,CASA DE CARNES MERENDA,08,19900803,01,,,19890213,4722901,,RUA,QUINTINO BOCAIUVA,145,,APARECIDA,14882030,SP,6587,,,,,,,,,
60020708,0001,36,1,,08,20020822,01,,,19890213,4729601,,RUA,RUI BARBOSA,414,,CENTRO,19360000,SP,7055,,,,,,,,,
60020716,0001,82,1,CAFE CARVALHO,04,20181226,63,,,19890213,1081302,,,LOC  SITIO TREIS IRMAOS,S/N,,BARREIRO,16370000,SP,6933,,,,,,,,,
60020724,0001,29,1,,08,19940623,01,,,19890213,4712100,,RUA,VICENTE SAVERIO SAPIA,234,,CENTRO,19200000,SP,6885,,,,,,,,,
60020732,0001,75,1,DROGADUSSO,02,20020608,00,,,19890213,4771701,,RUA,XV NOVEMBRO,956,,CENTRO,15828000,SP,6803,,,,,,,,,
60020740,0001,11,1,,08,19950531,01,,,19890213,4530701,,AVENIDA,D PEDRO II,665,,CENTRO,19400000,SP,6931,,,,,,,,,
60020757,0001,79,1,,02,20220718,00,,,19890213,4530706,4619200,RUA,IVINHEMA,86,,VILA GUAIRA,19014070,SP,6929,18,32793350,,,,,,,
60020765,0001,15,1,CONFECCOES CAMAZU,08,19910509,01,,,19890213,4781400,,AVENIDA,INOCENCIO FIGUEIREDO,S/N,,CENTRO,15720000,SP,6805,,,,,,,,,
60020773,0001,61,1,BAR E LANCHONETE DO CLUBE,08,20081231,71,,,19890213,5611203,,RODOVIA,DOM GABRIEL P COUTO,S/N,KM 107,TRES VENDAS,13301331,SP,6579,,,,,,,,,
60020781,0001,08,1,,02,20051103,00,,,19890213,5611201,5611203,AVENIDA,BRASIL,50,,CENTRO,13940000,SP,6109,19,38246344,,,19,38981389,aexata@ig.com.br,,
60020799,0001,00,1,,02,20051103,00,,,19890213,1422300,,AVENIDA,MONTE SIAO,1129,,BELA VISTA,13940000,SP,6109,,,,,,,,,
60020807,0001,18,1,LANCHONETE DO PACO,08,20081231,71,,,19890213,5611203,,AVENIDA,ENG.CARLOS R.MENDES,SN,,ALTO DA BOA VISTA,18013280,SP,7145,,,,,,,,,
60020815,0001,64,1,,08,19920110,01,,,19890213,1412601,1412603,RUA,SAO PEDRO,1259,,CENTRO,18460000,SP,6565,,,,,,,,,
60020823,0001,00,1,,08,20090923,54,,,19890213,4755502,4781400,RUA,CLEMENTE BERNARDINO PEREIRA,120,,JARDIM NOVO MUNDO,18119055,SP,7243,15,33436244,,,15,33436244,jmcontabi@hotmail.com,,
60020831,0001,57,1,MAMY XUCO LEGAL,08,19900326,01,,,19890213,5611203,,AVENIDA,JOAO PESSOA,674,C,PEDREGULHO,12515010,SP,6469,,,,,,,,,
60020849,0001,59,1,MERCADINHO DO GIL,08,20081231,71,,,19890213,4729601,,RUA,JUSSANE CRISTINA LEITE,11,,VILA IASI,06767260,SP,7157,,,,,,,,,
60020856,0001,50,1,BAR E MERCEARIA SOTO,08,19951231,01,,,19890213,4712100,,RUA,PRUDENTE DE MORAES,541,,CENTRO,16700000,SP,6465,,,,,,,,,
60020864,0001,05,1,,08,20021206,01,,,19890213,4789099,,RUA,RENATO PAUPERIO,58,,JD ANA MARIA,13208770,SP,6619,,,,,,,,,
60020872,0001,43,1,BAR SAO PAULO,08,20110331,54,,,19890213,4729601,,RUA,OSORIO JUNQUEIRA,633,,CENTRO,16920000,SP,6321,,,,,,,,,
60020880,0001,90,1,BIMBAO,08,20080311,54,,,19890213,4713002,,RUA,DO ORATORIO,652,,MOOCA,03116000,SP,7107,11,61681729,,,,,,,
60020898,0001,91,1,BEIRAL IMOVEIS,08,20081231,71,,,19890213,6810202,,RUA,LITUANIA,25,,ALTO DA MOOCA,03184020,SP,7107,,,,,,,,,
60020906,0001,08,1,,04,20190108,63,,,19890213,5611203,,RUA,JOAO COLLINO,141,,VL REGINA,06013020,SP,6789,,,,,,,,,
60020914,0001,46,1,,04,20190104,63,,,19890213,0810001,0990403,RODOVIA,AGUAI-PIRASS.VENDA BRAN,S/N,KM 4,VENDA BRANCA,13860000,SP,6105,,,,,,,,,
60020922,0001,92,1,,08,19910531,01,,,19890213,5611203,,PRACA,BARAO DE ARARAS,25,,CENTRO,13600040,SP,6165,,,,,,,,,
60020930,0001,39,1,TORNAPLAS-INDUSTRIA E COMERCIO,04,20181218,63,,,19890213,2229301,,AVENIDA,PRESIDENTE JUCELINO,517,,JD.CAMPOS ELISIOS,13024500,SP,6291,,,,,,,,,
60020948,0001,30,1,KI BARATO SANMAR,08,19940607,01,,,19890213,4722901,,RUA,CARLOS VARELLA,99,,CENTRO,12720690,SP,6369,,,,,,,,,
60020955,0001,32,1,ENGEFLEX COMERCIO E INDUSTRIA,08,20220512,01,,,19890213,2399101,,RUA,ELEUTERIO RODRIGUES,580,,VILA NOVA,13073066,SP,6291,,,,,,,,,
60020963,0001,89,1,,08,20041108,01,,,19890213,4712100,,RUA,WALDOMIRO ANSELMO,319,,JARDIM SAO PAULO,17740000,SP,6977,,,,,,,,,
60020971,0001,25,1,ENGEFLEX COMERCIO E INDUSTRIA,04,20220610,63,,,19890213,2399101,,RUA,ELEUTERIO RODRIGUES,580,,VILA NOVA,13073066,SP,6291,,,,,,,,,
60020989,0001,27,1,EQUIPAMENTOS PRUDENTINO,08,19931110,01,,,19890213,4530701,,AVENIDA,JOAQUIM CONSTANTINO,1360,,JD BONGIOVANI,19050220,SP,6929,,,,,,,,,
60020997,0001,73,1,,08,20031229,01,,,19890213,4781400,,RUA,DOS FALCOES,08,,JARDIM OTAWA,07230120,SP,6477,,,,,,,,,
60021003,0001,33,1,,08,20081231,71,,,19890213,4729601,,AVENIDA,ANTONIO A FILGUEIRA,1496,,CENTRO,14530000,SP,6695,,,,,,,,,
60021011,0001,80,1,,04,20181214,63,,,19890213,4729601,,RUA,MANOEL HERCULINO CUNHA,9,A,JD PINHEIRO,07131270,SP,6477,,,,,,,,,
60021029,0001,81,1,COMERCIAL SANTA FE,08,20081231,71,,,19890213,4781400,,RUA,JOSE JACOB DAUR,530,,CENTRO,14530000,SP,6695,,,,,,,,,
60021037,0001,28,1,BAR E MERCEARIA SANTOS,08,20081231,71,,,19890213,5611203,,RUA,ALBERTO CORTEZ,409,,VILA ISABEL,06114100,SP,6789,,,,,,,,,
60021045,0001,74,1,,08,19960331,01,,,19890213,2539001,,RUA,FRANCISCO GLICERIO,418,,CENTRO,12400130,SP,6861,,,,,,,,,
60021052,0001,76,1,BAZAR E PAPELARIA SANTA TEREZINHA,08,19981031,01,,,19890213,4761001,,RUA,PARANAENSE,553,,JD.CONCEICAO,06140052,SP,6789,,,,,,,,,
60021060,0001,12,1,MERCEARIA DO ARI,04,20180906,63,,,19890213,0322101,0321301,AVENIDA,JOAO MARTINS,591,,CHAVANTES NOVO,18970000,SP,6337,,,,,,,,,
60021078,0001,14,1,AVICOLA E MERCEARIA NOSSA SENHORA APARECIDA,08,20150209,73,,,19890213,4729601,,AVENIDA,MAL EDGAR DE OLIVEIRA,1095,,JD.SAO PEDRO,06186012,SP,6789,,,,,,,,,
60021086,0001,60,1,AUTO POSTO SANTA ANGELA,02,20060914,00,,,19890213,4731800,"4732600,4784900",RUA,COMENDADOR JOAO MARICATO,2151,,JARDIM SANTO ANTONIO,14875600,SP,6587,16,32034019,,,,,vitorio@simonicontabil.com.br,,
60021094,0001,07,1,MERCEARIA A R M M,08,20140401,01,,,19890213,5611204,4712100,RUA,TEOFILO ANDRADE GAMA,318,TERREO;,CENTRO,18270360,SP,7181,15,32517246,,,,,ANTONIOCONT@IG.COM.BR,,
60021102,0001,15,1,BAR E LANCHONETE ACASSIA,08,20081231,71,,,19890213,5611203,,AVENIDA,PRESTES MAIA,1116,,JD DA AMIZADE,16075051,SP,6155,,,,,,,,,
60021110,0001,61,1,SAMIRA SUELLEN SERVICOS DE SERRALHERIA.,08,20081231,71,,,19890213,4744001,,RUA,LIRIO DA SERRA,19A.,,PARQUE GUARANI,08050460,SP,7107,,,,,,,,,
60021128,0001,63,1,BAR PINHEIRO,02,20051103,00,,,19890213,5611203,,RUA,CAMPOS SALLES,786,,CENTRO,14850000,SP,6919,,,,,,,,,
60021136,0001,00,1,,08,20081231,71,,,19890213,5611203,,RUA,JOAO COELHO DE SOUZA,297,,VILA NOGUEIRA,09950020,SP,6377,,,,,,,,,
60021144,0001,56,1,,04,20210305,63,,,19890213,4723700,,RUA,JAGUARI,18,,BOSQUE DA SAUDE,04137080,SP,7107,,,,,,,,,
60021151,0001,58,1,,04,20190108,63,,,19890213,4744001,,RUA,DAS BEGONHAS,384,,JARDIM PRIMAVERA,12315310,SP,6589,12,39615646,12,39615646,,,aryworks@uol.com.br,,
60021169,0001,50,1,,08,20081231,71,,,19890213,4755501,,RUA,MANOEL PEREIRA ALVES,S/N,BLOCO 2 LOJA 5,VL ABERNESSIA,12460000,SP,6295,,,,,,,,,
60021177,0001,04,1,,08,20060623,01,,,19890213,5611203,,AVENIDA,VICENTE DE CARVALHO,58,,CENTRO,11250003,SP,2965,13,33173060,,,,,somarcta@terra.com.br,,
60021185,0001,42,1,,08,19920831,01,,,19890213,5611201,,AVENIDA,DR JANUARIO MIRAGLIA,S/N,LOJA 04,VL JAGUARIBE,12460000,SP,6295,,,,,,,,,
60021193,0001,99,1,,08,19980714,01,,,19890213,1351100,,RUA,GRISALIA,251,,LIMAO,02756000,SP,7107,,,,,,,,,
60021201,0001,05,1,,04,20181228,63,,,19890213,1412601,1412603,PRACA,EUZEBIO CAMARA LEAL,60,,CENTRO,12010210,SP,7183,,,,,,,,,
60021219,0001,07,1,,04,20181023,63,,,19890213,2759799,2759701,RUA,VILELA,588,FUNDOS,VILA CARRAO,03314000,SP,7107,,,,,,,,,
60021227,0001,45,1,LANCHONETE CANTINHO,08,20081231,71,,,19890213,5611203,,RUA,CAMPEVAS,480,,PERDIZES,05016010,SP,7107,,,,,,,,,
60021235,0001,91,1,TERRAPLANAGEM TERRA RICA,08,20081231,71,,,19890213,8888888,,RUA,JOAO XXIII,190,,JD NAZARETH,09851630,SP,7075,,,,,,,,,
60021243,0001,38,1,BAR E MERCEARIA VALE TUDO,04,20210122,63,,,19890213,4712100,,RUA,ANTONIO LUZ,130,,V N S DE FATIMA,12460000,SP,6295,,,,,,,,,
60021250,0001,30,1,CIRCULAR DISTRIBUIDORA,04,20181220,63,,,19890213,4930201,,RUA,PRINCESA ISABEL,70,SALA 2,CENTRO,09310010,SP,6689,,,,,,,,,
60021268,0001,31,1,MACHADO'S AUTO PECAS,04,20181228,63,,,19890213,4530701,,RUA,MANOEL PEREIRA ALVES,S/N,BLOCO 2 LOJA 4,VL ABERNESSIA,12460000,SP,6295,,,,,,,,,
60021276,0001,88,1,VALDEMIR A OLIVEIRA CAMPINAS REPRESENTACOES COMERCIAIS,08,19910129,01,,,19890213,8888888,,RUA,MTO DIOGO H BRATFISCHER,70,BLOCO C3 SALA 12,JD MIRANDA,13024500,SP,6291,,,,,,,,,
60021284,0001,24,1,,08,20081231,71,,,19890213,4754701,,AVENIDA,NAVARRO DE ANDRADE,542,,CENTRO,15775000,SP,7033,,,,,,,,,
60021292,0001,70,1,OFICINA MECANICA REAUTO,08,20081231,71,,,19890213,4530701,,AVENIDA,FABIO E RAMOS ESQUIVEL,1250,,CENTRO,09920570,SP,6377,,,,,,,,,
60021300,0001,89,1,ACOUGUE E MERCEARIA CAICARA,08,19930121,01,,,19890213,4722901,,RUA,SEN JOSE E DE MORAES,490,,VILA AURORA,18206420,SP,6547,,,,,,,,,
60021318,0001,80,1,,08,20081231,71,,,19890213,4774100,,RUA,LINA P DOS SANTOS,335,,V.NOVA VOTORANTIM,18110008,SP,7243,,,,,,,,,
60021326,0001,27,1,,04,20190109,63,,,19890213,8888888,,RUA,AQUIDABAN,1085,,CENTRO,13560120,SP,7079,,,,,,,,,
60021334,0001,73,1,,08,20000208,01,,,19890213,4729699,,RUA,CUSTODIO SERRAO,663,CONJ 80,VILA JAGUARA,05116010,SP,7107,,,,,,,,,
60021342,0001,10,1,,04,20181023,63,,,19890213,4789099,,AVENIDA,MARIANA DE SOUZA GUERRA,347,,JARDIM VILA CARRAO,08340220,SP,7107,0011,76003240,,,0011,76003240,,,
60021359,0001,77,1,,08,19911030,01,,,19890213,4712100,,AVENIDA,RUBENS CARAMEZ,787,,CENTRO,06653005,SP,6551,,,,,,,,,
60021367,0001,13,1,,08,20110207,01,,,19890213,4722901,,RUA,CONEGO SCIPIAO,156,SALA 2,CENTRO,13010010,SP,6291,,,,,,,,,
60021375,0001,60,1,CASA DE CARNES MARIA CRISTINA,08,20081231,71,,,19890210,4712100,,RUA,GETULIO VARGAS,227,A,JARDIM BELVAL,06420190,SP,6213,,,,,,,,,
60021383,0001,06,1,,08,19931231,01,,,19890210,4755501,,RUA,RODRIGUES ALVES,1244,,CIDADE,14900000,SP,6555,,,,,,,,,
60021391,0001,52,1,BANCA DA CLEO,08,20081231,71,,,19890210,4774100,,RUA,ARMANDO SALLES,98,,SANTA TEREZINHA,12570000,SP,6149,,,,,,,,,
60021409,0001,16,1,AUTO ELETRICO IWAMA,02,20001223,00,,,19890210,4530703,,AVENIDA,JOSE BONIFACIO,2450,,CENTRO,17900000,SP,6389,,,,,,,,,
60021417,0001,62,1,CERAMICAS CERBRASIL,08,19901228,01,,,19890210,2349499,,RUA,CHILE,80,,JD NOVA ESTANCIA,13566610,SP,7079,,,,,,,,,
60021425,0001,09,1,,08,19890811,01,,,19890210,5611203,,RUA,ACACIO TRINDADE DE MELO,113,,DIST ESP STO TURVO,18900000,SP,7029,,,,,,,,,
60021433,0001,55,1,,04,20181004,63,,,19890210,3101200,,RUA,DR OLIVEIRA ARRUDA,189,F,GUAIANAZES,08420020,SP,7107,,,,,,,,,
60021441,0001,00,1,,08,20100812,54,,,19890210,5611203,,RUA,ANGELA ROSA,2433,,VILA SCARABUCCI,14400902,SP,6425,,,,,,,,,
60021458,0001,59,1,,08,19940915,01,,,19890210,8888888,,RUA,FELIPE CAMARAO,1760,,VILA CANTIZANI,19600000,SP,6945,,,,,,,,,
60021466,0001,03,1,,04,20181221,63,,,19890210,1531902,,RUA,DURVALINO REZENDE,1732,,JARDIM ALVORADA,14403136,SP,6425,16,37211717,,,,,,,
60021474,0001,41,1,CASA DO SORVETE,08,20050404,01,,,19890210,4729699,,RUA,GERONIMO G MEIRA,340,,RANCHO GRANDE,13301331,SP,6579,,,,,,,,,
60021482,0001,98,1,DILIN-DISTRIBUIDORA DE LINGERIE,08,19940730,01,,,19890210,4642701,,RUA,ALVARES CABRAL,469,SALA 259,CENTRO,14010080,SP,6969,,,,,,,,,
60021490,0001,34,1,,08,19920922,01,,,19890210,4623109,,RUA,GENERAL OSORIO,98,,CENTRO,09310050,SP,6689,,,,,,,,,
60021508,0001,06,1,,08,19890615,01,,,19890210,4781400,,RUA,GENERAL TELLES,592,,ESTACAO,14400902,SP,6425,,,,,,,,,
60021516,0001,44,1,SERRALHERIA ROCHA,08,20040604,01,,,19890210,2512800,,RUA,ERERE,34,,SAO MIGUEL PAULISTA,08030400,SP,7107,,,,,,,,,
60021524,0001,90,1,,08,20000919,01,,,19890210,4744005,,AVENIDA,ORLANDO DOMPIERI,2605,,VL IMPERADOR,14409003,SP,6425,,,,,,,,,
60021532,0001,37,1,LOJINHA DO CARLAO,08,20130604,01,,,19890210,4771704,"4789004,4789006",AVENIDA,MIGUEL VARLEZ,1019,,INDAIA,11660650,SP,6311,,,,,,,,,
60021540,0001,83,1,,08,20121004,54,,,19890210,4639701,4637199,RUA,CHISATO HATADA,74,,RODOLFO COSTA,17500970,SP,6681,,,,,,,,,
60021557,0001,30,1,,08,19950607,01,,,19890210,4782201,,RUA,PRUDENTE DE MORAIS,649,,CENTRO,15900000,SP,7175,,,,,,,,,
60021565,0001,87,1,AUTO ELETRICO FIDELIS,08,19900629,01,,,19890210,4530701,,RUA,JOAQUIM FERREIRA COELHO,62,,CENTRO,14470000,SP,6841,,,,,,,,,
60021573,0001,23,1,,08,19921127,01,,,19890210,4774100,,RUA,SEBASTIAO TOLEDO,48,,SANTA RITA,12570000,SP,6149,,,,,,,,,
60021581,0001,70,1,,08,19981023,01,,,19890210,4781400,,RUA,THOMAS MATHEUS,444,,N.SENHORA DE FATIMA,18603750,SP,6249,,,,,,,,,
60021599,0001,71,1,BAZAR BRASIL,08,19970325,01,,,19890210,4713004,,AVENIDA,PRESIDENTE KENNEDY,336,A,CENTRO,15760000,SP,7217,,,,,,,,,
60021607,0001,80,1,BAR E MERCEARIA FLOR DA VILA,08,19890508,09,,,19890210,5611203,,RUA,MARIA FRANCISCA CAMARGO,416,,JD STA ANTONIETA I,17512380,SP,6681,,,,,,,,,
60021615,0001,26,1,,08,20080403,01,,,19890210,5611203,,RUA,PHILIPINA BORGES VAL,4540,-  :  -,JARDIM NOEMIA,14403760,SP,6425,,,,,,,,,
60021623,0001,72,1,,08,20081231,71,,,19890210,4712100,,RUA,DR AMANCIO DE CARVALHO,1075,,VILA BAETA NEVES,09751470,SP,7075,,,,,,,,,
60021631,0001,19,1,,08,20081231,71,,,19890210,1531901,1540800,RUA,DR JOAO MESSIAS,216,,JRD REDENTOR,14409291,SP,6425,,,,,,,,,
60021649,0001,10,1,,08,20081231,71,,,19890210,5611203,,RUA,ANTUERPIA,16,,PQ BANCARIO,03923120,SP,7107,,,,,,,,,
60021656,0001,12,1,SNAKE LANCHES,08,20081231,71,,,19890210,5612100,,RUA,ADOLFO CAMINHA,20,,JD SANTA GENEBRA,13080390,SP,6291,,,,,,,,,
60021664,0001,69,1,,03,20100415,21,,,19890210,4774100,,RUA,DAS SERINGUEIRAS,290,APTO 32,PQ JABAQUARA,04321070,SP,7107,,,,,,,,,
60021672,0001,05,1,,08,19980531,01,,,19890210,4723700,,RUA,HEITOR VILA LOBOS,180,PQ STO ANTONIO,RUDGE RAMOS,09772040,SP,7075,,,,,,,,,
60021680,0001,51,1,STUDIO FOTOGRAFICO SAN LORAN,08,20081231,71,,,19890210,4753900,4759899,RUA,ALZIRA MARIA DE JESUS,10,SALAS 01 02 03,JD NOVO OSASCO,06045025,SP,6789,,,,,,,,,
60021698,0001,53,1,,08,20150209,73,,,19890210,4729601,,RUA,VANGELIO MONDELLI,5-86,,JARDIM SANTANA,17020190,SP,6219,,,,,,,,,
60021706,0001,61,1,,08,20081231,71,,,19890210,5611203,,RUA,AMADIS,274,,IPIRANGA,04221000,SP,7107,,,,,,,,,
60021714,0001,08,1,MIL COISAS,08,20081231,71,,,19890210,4713004,,RUA,DOS ALECRINS,253,,JD DAS INDUSTRIAS,12240030,SP,7099,,,,,,,,,
60021722,0001,54,1,,02,20051103,00,,,19890210,5611203,,AVENIDA,ALDO NICOLUCCI,178,,JARDIM SAO JOSE,15996036,SP,6687,16,33841864,16,33846920,,,ciofi@techs.com.br,,
60021730,0001,09,1,,04,20181227,63,,,19890210,5611203,,RUA,MINAS GERAIS,1364,,VILA RODRIGUES,15801280,SP,6323,,,,,,,,,
60021748,0001,00,1,MAGAZINE CASAGRANDE,08,20081231,71,,,19890210,4744001,,RUA,CRISTOVAO GIRAO,326,,VILA FORMOSA,03362030,SP,7107,,,,,,,,,
60021755,0001,02,1,,08,20081231,71,,,19890210,4637101,,RUA,URUPIARA,135,,CARANDIRU,02032000,SP,7107,,,,,,,,,
60021763,0001,40,1,NOSSO SACOLAO,08,19960411,01,,,19890210,4729601,,AVENIDA,CUPECE,3920,,CIDADE ADEMAR,04366001,SP,7107,,,,,,,,,
60021771,0001,97,1,EBANO GREEN,02,20190702,00,,,19890210,4751201,"4752100,4753900,4754703,4755502,4757100,4763601,4772500,4774100,4781400,4782201,4782202,4783102,4789001",RUA,DO ORATORIO,939,,MOOCA,03117000,SP,7107,11,32032132,,,,,EBANOGREENCOMEI@GMAIL.COM,,
60021789,0001,99,1,MG LIMA COMERCIO DE SUCATAS,08,20081231,71,,,19890210,4785701,,AVENIDA,YERVANT KISSAJIKIAN,2991,,AMERICANOPOLIS,04657000,SP,7107,,,,,,,,,
60021797,0001,35,1,,08,20081231,71,,,19890210,5611203,,RUA,DAS MAGNOLIAS,15,,JD FLORIDA,06805350,SP,6401,,,,,,,,,
